city,site.ID,plant,root.1.L,root.2.L,root.3.L,root.4.L,root.5.L,root.1.nod,root.2.nod,root.3.nod,root.4.nod,root.5.nod,total.root.L,total.nod,nod.density
Toronto,site.28,6,2.5,2.8,4.1,0,0,4,0,1,0,0,9.4,5,0.531914894
Toronto,site.28,7,2.8,2,1.5,2.2,2.3,0,1,2,7,2,10.8,12,1.111111111
Toronto,site.28,8,3,1.8,1.5,3.2,5,2,1,3,5,1,14.5,12,0.827586207
Toronto,site.28,9,3.7,5.5,5.8,0,0,0,1,3,0,0,15,4,0.266666667
Toronto,site.28,10,2.7,1.9,0.7,2.2,2.8,0,3,3,1,2,10.3,9,0.873786408
Toronto,site.29,1,3.8,1.4,3.5,2.1,1,1,2,0,0,0,11.8,3,0.254237288
Toronto,site.29,2,2.7,3.6,7.1,0,0,0,0,0,0,0,13.4,0,0
Toronto,site.29,3,1.8,3.5,2.5,4.3,0,2,0,0,0,0,12.1,2,0.165289256
Toronto,site.29,4,1.8,1.4,3,4.2,0,0,1,2,1,0,10.4,4,0.384615385
Toronto,site.29,5,2,2.5,2.9,2.2,0,0,0,4,4,0,9.6,8,0.833333333
Toronto,site.29,6,2.8,2.7,0,0,0,1,2,0,0,0,5.5,3,0.545454545
Toronto,site.29,7,2.4,4,6.1,0,0,0,4,8,0,0,12.5,12,0.96
Toronto,site.29,8,2.3,2.3,1.1,0,0,1,0,1,0,0,5.7,2,0.350877193
Toronto,site.29,9,4.2,0,0,0,0,1,0,0,0,0,4.2,1,0.238095238
Toronto,site.29,10,2,0.9,0.6,0,0,0,0,1,0,0,3.5,1,0.285714286
Toronto,site.30,1,1.8,2.3,2.6,2.7,3,1,0,0,1,0,12.4,2,0.161290323
Toronto,site.30,2,2.8,3.3,1.5,0.7,0,2,1,0,0,0,8.3,3,0.361445783
Toronto,site.30,3,3.1,3.5,3.6,0,0,1,0,3,0,0,10.2,4,0.392156863
Toronto,site.30,4,2.1,1,1,3.4,0,6,2,0,3,0,7.5,11,1.466666667
Toronto,site.30,5,3,2.9,2.7,2.4,0,0,1,0,2,0,11,3,0.272727273
Toronto,site.30,6,2.9,2.5,1.9,2.3,0,0,2,0,2,0,9.6,4,0.416666667
Toronto,site.30,7,4.8,3.3,1.8,0,0,2,5,3,0,0,9.9,10,1.01010101
Toronto,site.30,8,1,1.3,7.6,0,0,2,0,1,0,0,9.9,3,0.303030303
Toronto,site.30,9,2.6,3.6,4,0,0,1,0,1,0,0,10.2,2,0.196078431
Toronto,site.30,10,3.9,5.3,5.3,0,0,3,0,0,0,0,14.5,3,0.206896552
Toronto,site.31,1,6.6,8.9,0,0,0,5,1,0,0,0,15.5,6,0.387096774
Toronto,site.31,2,1.4,4.6,1.3,3.1,0,0,0,0,1,0,10.4,1,0.096153846
Toronto,site.31,3,1.6,1.9,2.4,3.5,3.7,0,0,1,4,10,13.1,15,1.145038168
Toronto,site.31,4,3.3,3.9,3.7,0,0,0,0,0,0,0,10.9,0,0
Toronto,site.31,5,0.5,1.3,2.8,3.9,7.7,0,0,5,5,11,16.2,21,1.296296296
Toronto,site.31,6,1.6,4.2,3.7,2.9,0,0,1,1,1,0,12.4,3,0.241935484
Toronto,site.31,7,1.1,2,2.5,3.6,4.2,0,0,1,0,3,13.4,4,0.298507463
Toronto,site.31,8,3.4,3.1,3.7,0,0,5,7,3,0,0,10.2,15,1.470588235
Toronto,site.31,9,3,2.8,0,0,0,0,5,0,0,0,5.8,5,0.862068966
Toronto,site.31,10,3,4.2,4.8,0,0,0,0,9,0,0,12,9,0.75
Toronto,site.32,1,0.6,2.4,1.9,2.4,3,0,0,2,5,1,10.3,8,0.776699029
Toronto,site.32,2,2,3.5,4.8,0,0,1,0,3,0,0,10.3,4,0.388349515
Toronto,site.32,3,3.2,1.3,2.9,2.8,0,1,2,2,3,0,10.2,8,0.784313725
Toronto,site.32,4,2.8,4.1,4,0,0,5,0,2,0,0,10.9,7,0.642201835
Toronto,site.32,5,2.6,2.3,2,2.5,1.5,3,2,1,4,2,10.9,12,1.100917431
Toronto,site.32,6,2.7,3,3.2,2,0,0,2,1,2,0,10.9,5,0.458715596
Toronto,site.32,7,4.2,3.2,0,0,0,3,1,0,0,0,7.4,4,0.540540541
Toronto,site.32,8,1.4,1.3,2.3,4.9,6.5,0,0,2,1,5,16.4,8,0.487804878
Toronto,site.32,9,2.2,2.1,5.8,0,0,1,5,1,0,0,10.1,7,0.693069307
Toronto,site.32,10,5.8,1.6,0,0,0,8,3,0,0,0,7.4,11,1.486486486
Toronto,site.33,1,7.5,3,0,0,0,0,2,0,0,0,10.5,2,0.19047619
Toronto,site.33,2,2.3,1.7,2.6,2.2,3.3,0,0,2,4,2,12.1,8,0.661157025
Toronto,site.33,3,1.6,2.8,1.6,2.3,2.4,0,0,0,0,0,10.7,0,0
Toronto,site.33,4,2.4,2.4,5.1,7.8,0,1,3,7,5,0,17.7,16,0.903954802
Toronto,site.33,5,1,1.8,3.7,4.7,0,2,0,2,3,0,11.2,7,0.625
Toronto,site.33,6,2.4,2,0,0,0,3,3,0,0,0,4.4,6,1.363636364
Toronto,site.33,7,3.5,3.9,2.7,0,0,3,0,1,0,0,10.1,4,0.396039604
Toronto,site.33,8,1.4,3.8,3,2.1,0,0,0,0,1,0,10.3,1,0.097087379
Toronto,site.33,9,1.9,2.4,2,2.2,5.2,0,1,0,3,5,13.7,9,0.656934307
Toronto,site.33,10,2.9,3.6,4.2,0,0,0,1,3,0,0,10.7,4,0.373831776
Toronto,site.34,1,1.8,3.6,6,0,0,5,7,3,0,0,11.4,15,1.315789474
Toronto,site.34,2,2.8,4.9,3.2,0,0,2,3,4,0,0,10.9,9,0.825688073
Toronto,site.34,3,1.9,3.6,0,0,0,3,13,0,0,0,5.5,16,2.909090909
Toronto,site.34,4,3.5,2.2,2.9,3.8,0,2,0,1,0,0,12.4,3,0.241935484
Toronto,site.34,5,1.3,1.2,2,0,0,3,2,1,0,0,4.5,6,1.333333333
Toronto,site.34,6,1.5,1.8,3,0,0,0,3,4,0,0,6.3,7,1.111111111
Toronto,site.34,7,2.8,1.5,1,1.5,1,4,5,0,4,2,7.8,15,1.923076923
Toronto,site.34,8,1.8,1.7,3.8,5.5,0,1,1,3,1,0,12.8,6,0.46875
Toronto,site.34,9,1.8,3,3.5,1.4,3.8,0,1,3,0,0,13.5,4,0.296296296
Toronto,site.34,10,2.4,3.8,3.1,6,0,0,5,5,1,0,15.3,11,0.718954248
Toronto,site.35,1,2,4.1,2.2,2.1,0,1,0,2,0,0,10.4,3,0.288461538
Toronto,site.35,2,3.6,2.3,3.3,5.6,0,2,3,2,4,0,14.8,11,0.743243243
Toronto,site.35,3,2.7,3.2,3.3,1.7,0,0,2,2,0,0,10.9,4,0.366972477
Toronto,site.35,4,4.7,5.1,4.8,0,0,1,6,3,0,0,14.6,10,0.684931507
Toronto,site.35,5,1.2,2.9,1.8,2.2,5.3,1,0,1,1,0,13.4,3,0.223880597
Toronto,site.35,6,2.2,3.8,1.7,0,0,0,2,2,0,0,7.7,4,0.519480519
Toronto,site.35,7,1.8,2,2.9,1.5,4.7,0,0,2,1,1,12.9,4,0.310077519
Toronto,site.35,8,4.5,4.1,4.3,0,0,3,1,1,0,0,12.9,5,0.387596899
Toronto,site.35,9,1.8,4.5,7,0,0,3,0,0,0,0,13.3,3,0.22556391
Toronto,site.35,10,3.8,0.8,5.6,0,0,5,0,1,0,0,10.2,6,0.588235294
Toronto,site.38,1,1.3,1.6,3.1,0,0,3,9,2,0,0,6,14,2.333333333
Toronto,site.38,2,3,9.1,0,0,0,4,5,0,0,0,12.1,9,0.743801653
Toronto,site.38,3,1.7,1.9,3.2,4.9,0,0,0,4,3,0,11.7,7,0.598290598
Toronto,site.38,4,1.1,1,2.4,4.8,3.8,0,1,2,6,7,13.1,16,1.221374046
Toronto,site.38,5,1.8,3.5,4.2,5.2,0,1,1,2,4,0,14.7,8,0.544217687
Toronto,site.38,6,2.5,2.8,2.3,1.4,4.2,1,3,3,0,1,13.2,8,0.606060606
Toronto,site.38,7,1.5,4,2.1,2.3,0,0,2,1,1,0,9.9,4,0.404040404
Toronto,site.38,8,2.6,2.8,2.2,4.2,0,4,5,3,6,0,11.8,18,1.525423729
Toronto,site.38,9,4.2,4,4.6,0,0,3,4,6,0,0,12.8,13,1.015625
Toronto,site.38,10,1.8,1.1,2.5,2.6,2.2,2,2,0,0,0,10.2,4,0.392156863
Toronto,site.39,1,2.7,3.6,3.7,0,0,1,3,0,0,0,10,4,0.4
Toronto,site.39,2,4.3,1.7,1.3,1.4,1.8,8,0,0,0,0,10.5,8,0.761904762
Toronto,site.39,3,0.6,1.4,3,1.8,1.3,0,0,1,5,2,8.1,8,0.987654321
Toronto,site.39,4,2.7,1,1,2.4,3.5,0,0,0,0,2,10.6,2,0.188679245
Toronto,site.39,5,2.5,2,1.1,0.9,2.6,15,5,3,2,0,9.1,25,2.747252747
Toronto,site.39,6,1.6,4.2,1.1,2.3,2.9,0,7,0,1,1,12.1,9,0.743801653
Toronto,site.39,7,1.2,1.2,1.5,2.9,3.7,3,5,0,4,7,10.5,19,1.80952381
Toronto,site.39,8,1,1.1,4.5,5.5,0,0,0,4,1,0,12.1,5,0.41322314
Toronto,site.39,9,1.4,0.6,2,3.2,2.3,0,0,7,0,3,9.5,10,1.052631579
Toronto,site.39,10,1.2,1.6,2.5,4.3,1,3,0,0,0,0,10.6,3,0.283018868
Toronto,site.40,1,1.9,2.1,1.5,1.8,2.6,0,0,3,0,10,9.9,13,1.313131313
Toronto,site.40,2,4.5,1.3,2.2,2.7,0,1,7,0,1,0,10.7,9,0.841121495
Toronto,site.40,3,7.3,0,0,0,0,0,0,0,0,0,7.3,0,0
Toronto,site.40,4,2.4,2.5,4.5,3.9,0,0,0,4,5,0,13.3,9,0.676691729
Toronto,site.40,5,1.7,1.6,4.6,2.3,0,1,0,4,0,0,10.2,5,0.490196078
Toronto,site.40,6,1.3,5.2,3.2,0,0,0,3,1,0,0,9.7,4,0.412371134
Toronto,site.40,7,5,3.7,3.8,0,0,2,0,0,0,0,12.5,2,0.16
Toronto,site.40,8,4.8,3.7,3.8,0,0,8,0,14,0,0,12.3,22,1.788617886
Toronto,site.40,9,3.2,2.8,1.4,1.7,3.5,2,1,0,2,0,12.6,5,0.396825397
Toronto,site.40,10,5.9,4,0,0,0,6,4,0,0,0,9.9,10,1.01010101
Toronto,site.41,1,4.5,2,3.5,0,0,3,5,13,0,0,10,21,2.1
Toronto,site.41,2,1.3,3,3,2.3,2.5,0,0,3,5,0,12.1,8,0.661157025
Toronto,site.41,3,4.2,0,0,0,0,0,0,0,0,0,4.2,0,0
Toronto,site.41,4,0.7,1.9,1,2.6,6,0,0,2,0,0,12.2,2,0.163934426
Toronto,site.41,5,2.7,0.7,1,2.1,1.8,14,0,0,4,7,8.3,25,3.012048193
Toronto,site.41,6,3.8,3.1,2.7,1.7,0,5,1,1,0,0,11.3,7,0.619469027
Toronto,site.41,7,4.2,3.6,3.7,0,0,0,0,0,0,0,11.5,0,0
Toronto,site.41,8,3.4,3.9,2.9,0,0,5,0,4,0,0,10.2,9,0.882352941
Toronto,site.41,9,1.6,1.3,3.2,2.3,5.3,4,2,0,0,1,13.7,7,0.510948905
Toronto,site.41,10,3.4,1.1,2.7,0,0,2,1,4,0,0,7.2,7,0.972222222
Toronto,site.42,1,4.1,6.3,0,0,0,6,4,0,0,0,10.4,10,0.961538462
Toronto,site.42,2,4.7,3.4,3.2,0,0,6,5,1,0,0,11.3,12,1.061946903
Toronto,site.42,3,7.4,9.7,0,0,0,3,1,0,0,0,17.1,4,0.233918129
Toronto,site.42,4,4.2,5,0,0,0,8,0,0,0,0,9.2,8,0.869565217
Toronto,site.42,5,5.7,3.7,4.1,0,0,1,2,3,0,0,13.5,6,0.444444444
Toronto,site.42,6,5.3,3.6,2.2,0,0,5,2,0,0,0,11.1,7,0.630630631
Toronto,site.42,7,3,4.9,3.6,0,0,0,9,4,0,0,11.5,13,1.130434783
Toronto,site.42,8,3.1,3.2,3.5,0,0,2,3,2,0,0,9.8,7,0.714285714
Toronto,site.42,9,2,3,3.7,4.7,0,2,4,1,5,0,13.4,12,0.895522388
Toronto,site.42,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,#DIV/0!
Toronto,site.42.5,1,1.8,2,3.3,2.7,0,1,1,2,2,0,9.8,6,0.612244898
Toronto,site.42.5,2,1.6,2.8,2.9,2.2,0,2,1,0,1,0,9.5,4,0.421052632
Toronto,site.42.5,3,3.4,0,0,0,0,8,0,0,0,0,3.4,8,2.352941176
Toronto,site.42.5,4,1.7,1.4,1.7,4.4,0,0,0,0,0,0,9.2,0,0
Toronto,site.42.5,5,2.8,3.2,2.7,1.9,0,1,2,2,0,0,10.6,5,0.471698113
Toronto,site.42.5,6,2.2,4.4,4.8,0,0,0,4,1,0,0,11.4,5,0.438596491
Toronto,site.42.5,7,3.2,1.2,3,0,0,1,2,0,0,0,7.4,3,0.405405405
Toronto,site.42.5,8,2.7,4.3,4,0,0,5,4,7,0,0,11,16,1.454545455
Toronto,site.42.5,9,3.2,4.5,4.1,0,0,0,2,3,0,0,11.8,5,0.423728814
Toronto,site.42.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,#DIV/0!
Toronto,site.43,1,1.6,3.6,1.9,2.9,0,11,1,6,4,0,10,22,2.2
Toronto,site.43,2,2.9,1.5,2,3.8,0,3,3,2,0,0,10.2,8,0.784313725
Toronto,site.43,3,2.4,2.3,1.9,2,0,2,1,5,0,0,8.6,8,0.930232558
Toronto,site.43,4,3.2,3.3,5,0,0,5,7,5,0,0,11.5,17,1.47826087
Toronto,site.43,5,1.3,1.8,2.1,2.3,1.5,4,5,7,4,0,9,20,2.222222222
Toronto,site.43,6,3,2.6,2.8,2.6,0,2,1,3,4,0,11,10,0.909090909
Toronto,site.43,7,3.7,3.5,2,1.5,0,0,4,9,6,0,10.7,19,1.775700935
Toronto,site.43,8,3.9,1.8,2.6,0,0,7,1,2,0,0,8.3,10,1.204819277
Toronto,site.43,9,3.3,4.5,1.3,0,0,4,8,0,0,0,9.1,12,1.318681319
Toronto,site.43,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,#DIV/0!
Toronto,site.44,1,2.5,3.5,1.7,0,0,2,2,1,0,0,7.7,5,0.649350649
Toronto,site.44,2,1.8,1.9,3.3,0,0,1,0,3,0,0,7,4,0.571428571
Toronto,site.44,3,2.1,1.2,1.5,3.5,0,3,1,0,6,0,8.3,10,1.204819277
Toronto,site.44,4,2,2.4,2.7,2.3,0,0,0,0,0,0,9.4,0,0
Toronto,site.44,5,5.2,5.3,0,0,0,0,2,0,0,0,10.5,2,0.19047619
Toronto,site.44,6,2.6,2.3,2.9,2.7,0,2,2,4,2,0,10.5,10,0.952380952
Toronto,site.44,7,3,4.2,2.5,0,0,2,4,0,0,0,9.7,6,0.618556701
Toronto,site.44,8,2,3.2,4.6,0,0,0,3,2,0,0,9.8,5,0.510204082
Toronto,site.44,9,1,2.4,2.2,2.7,2.3,0,2,1,0,0,10.6,3,0.283018868
Toronto,site.44,10,3.1,3.3,5.1,0,0,3,2,2,0,0,11.5,7,0.608695652
Toronto,site.45,1,1.7,1.6,3.2,3.7,0,0,0,1,0,0,10.2,1,0.098039216
Toronto,site.45,2,3,3,5.4,0,0,0,0,0,0,0,11.4,0,0
Toronto,site.45,3,2.7,3.5,3.8,0,0,0,0,0,0,0,10,0,0
Toronto,site.45,4,2.2,3.3,3.2,2.4,0,0,0,1,0,0,11.1,1,0.09009009
Toronto,site.45,5,3.6,2.4,2.5,2.4,0,0,0,0,0,0,10.9,0,0
Toronto,site.45,6,1.6,5.8,0,0,0,0,2,0,0,0,7.4,2,0.27027027
Toronto,site.45,7,3.2,0,0,0,0,0,0,0,0,0,3.2,0,0
Toronto,site.45,8,2.8,3.1,0,0,0,0,0,0,0,0,5.9,0,0
Toronto,site.45,9,5.4,3.5,4.1,0,0,0,0,0,0,0,13,0,0
Toronto,site.45,10,5.3,2.7,3.1,0,0,3,0,0,0,0,11.1,3,0.27027027
Toronto,site.46,1,5,2,1.4,3.9,0,1,0,4,4,0,12.3,9,0.731707317
Toronto,site.46,2,3.8,5.1,4.1,0,0,1,4,1,0,0,13,6,0.461538462
Toronto,site.46,3,1.6,3.4,2.2,0,0,2,1,2,0,0,7.2,5,0.694444444
Toronto,site.46,4,5.2,2.6,1.4,0,0,2,1,1,0,0,9.2,4,0.434782609
Toronto,site.46,5,3.4,3.5,3.6,0,0,6,4,1,0,0,10.5,11,1.047619048
Toronto,site.46,6,4,2.1,3.2,4.6,0,2,1,0,0,0,13.9,3,0.215827338
Toronto,site.46,7,3.7,3.9,2.6,0,0,0,1,2,0,0,10.2,3,0.294117647
Toronto,site.46,8,4.6,7.4,0,0,0,4,1,0,0,0,12,5,0.416666667
Toronto,site.46,9,3.2,0,0,0,0,0,0,0,0,0,3.2,0,0
Toronto,site.46,10,2.6,1.5,2.2,0,0,3,4,4,0,0,6.3,11,1.746031746
Toronto,site.47,1,3.6,0,0,0,0,2,0,0,0,0,3.6,2,0.555555556
Toronto,site.47,2,3.5,2.6,7.5,0,0,8,2,6,0,0,13.6,16,1.176470588
Toronto,site.47,3,3.4,2.8,4.8,0,0,6,1,3,0,0,11,10,0.909090909
Toronto,site.47,4,5.6,5.4,0,0,0,0,4,0,0,0,11,4,0.363636364
Toronto,site.47,5,3.3,4,1.2,2.1,0,3,5,3,2,0,10.6,13,1.226415094
Toronto,site.47,6,3.4,3.8,3.1,0,0,3,9,10,0,0,10.3,22,2.13592233
Toronto,site.47,7,4.3,6.3,0,0,0,6,4,0,0,0,10.6,10,0.943396226
Toronto,site.47,8,2.9,2.3,2.6,2.4,0,0,0,1,0,0,10.2,1,0.098039216
Toronto,site.47,9,3.2,3.2,1.6,4.6,0,0,0,1,0,0,12.6,1,0.079365079
Toronto,site.47,10,5.8,3.5,5.1,0,0,3,3,5,0,0,14.4,11,0.763888889
Toronto,site.48,1,1.8,2.5,4.3,7.5,0,2,1,2,0,0,16.1,5,0.310559006
Toronto,site.48,2,3.7,2.2,4.9,0,0,6,2,1,0,0,10.8,9,0.833333333
Toronto,site.48,3,4.3,4.8,0,0,0,13,6,0,0,0,9.1,19,2.087912088
Toronto,site.48,4,2.8,6.2,4.2,0,0,2,2,5,0,0,13.2,9,0.681818182
Toronto,site.48,5,2.1,1.4,1.7,1.9,0,1,2,3,2,0,7.1,8,1.126760563
Toronto,site.48,6,3.3,1.9,4.6,0,0,2,4,2,0,0,9.8,8,0.816326531
Toronto,site.48,7,2.3,2.1,6.6,0,0,1,2,1,0,0,11,4,0.363636364
Toronto,site.48,8,3,2.9,0,0,0,2,4,0,0,0,5.9,6,1.016949153
Toronto,site.48,9,4.7,5.1,0,0,0,3,3,0,0,0,9.8,6,0.612244898
Toronto,site.48,10,3.1,2.9,4.5,0,0,3,3,2,0,0,10.5,8,0.761904762
Toronto,site.49,1,3.9,7.1,0,0,0,0,2,0,0,0,11,2,0.181818182
Toronto,site.49,2,3,1.7,2.9,2.9,0,3,2,3,2,0,10.5,10,0.952380952
Toronto,site.49,3,2.2,3,5.7,0,0,0,1,1,0,0,10.9,2,0.183486239
Toronto,site.49,4,3.9,5.4,4.1,0,0,8,4,1,0,0,13.4,13,0.970149254
Toronto,site.49,5,6.4,0,0,0,0,2,0,0,0,0,6.4,2,0.3125
Toronto,site.49,6,1.6,2,2.4,0,0,3,1,2,0,0,6,6,1
Toronto,site.49,7,5,4.2,7.3,0,0,4,1,4,0,0,16.5,9,0.545454545
Toronto,site.49,8,1.6,4.8,4.1,0,0,2,0,4,0,0,10.5,6,0.571428571
Toronto,site.49,9,2.3,3.2,2.5,2.4,0,2,7,4,4,0,10.4,17,1.634615385
Toronto,site.49,10,4.5,6.1,0,0,0,14,8,0,0,0,10.6,22,2.075471698
Toronto,site.50,1,5.4,4.4,6,0,0,2,5,3,0,0,15.8,10,0.632911392
Toronto,site.50,2,2.6,3.2,3.1,0,0,10,1,3,0,0,8.9,14,1.573033708
Toronto,site.50,3,3.7,4,0,0,0,0,4,0,0,0,7.7,4,0.519480519
Toronto,site.50,4,1.9,2.8,4.6,0,0,0,0,2,0,0,9.3,2,0.215053763
Toronto,site.50,5,4.8,6.6,0,0,0,1,9,0,0,0,11.4,10,0.877192982
Toronto,site.50,6,8.6,4.1,0,0,0,2,0,0,0,0,12.7,2,0.157480315
Toronto,site.50,7,1.3,2.1,1.2,1.1,1.3,2,2,2,4,0,7,10,1.428571429
Toronto,site.50,8,3.2,2.7,2.4,0,0,2,0,3,0,0,8.3,5,0.602409639
Toronto,site.50,9,5.1,8.3,0,0,0,3,4,0,0,0,13.4,7,0.52238806
Toronto,site.50,10,2.5,4.5,0,0,0,2,3,0,0,0,7,5,0.714285714
